position,distance
1.100001999999999924e+00,8.619313679999999200e-01
1.111998999999999960e+00,2.771093679999999670e-01
1.123998999999999970e+00,8.541635279999999497e-01
1.135996000000000006e+00,8.533465479999999825e-01
1.147999999999999909e+00,8.726991780000000754e-01
1.159999999999999920e+00,9.220816019999998892e-01
1.172001999999999988e+00,9.259836639999999841e-01
1.184001000000000081e+00,9.326685366666667143e-01
1.195997999999999895e+00,9.593735280000000865e-01
1.208002999999999938e+00,9.412040950000000183e-01
1.220002000000000031e+00,9.707731440000000322e-01
1.232002000000000042e+00,9.949524239999998354e-01
1.243999000000000077e+00,9.652892499999999876e-01
1.255997999999999948e+00,1.019308523333333438e+00
1.268000000000000016e+00,1.031446177999999936e+00
1.279992000000000019e+00,1.043789020000000178e+00
1.291998999999999898e+00,9.688781833333334204e-01
1.303995999999999933e+00,1.035424204999999986e+00
1.316000999999999976e+00,1.079293005999999888e+00
1.328000000000000069e+00,4.233780639999999984e-01
1.339997000000000105e+00,7.449524960000000195e-01
1.352001999999999926e+00,1.105813088000000111e+00
1.363998999999999961e+00,1.129066769999999886e+00
1.375998000000000054e+00,1.107635806000000001e+00
1.387998000000000065e+00,9.322349619999998893e-01
1.399999999999999911e+00,7.164637739999999422e-01
1.412001999999999979e+00,8.819703660000000056e-01
1.424001000000000072e+00,1.177135244000000025e+00
1.435996000000000050e+00,1.201467287999999911e+00
1.447999999999999954e+00,1.201626673999999895e+00
1.459996999999999989e+00,1.105479054000000128e+00
1.471997000000000000e+00,1.236918245999999888e+00
1.483999000000000068e+00,1.248394856000000219e+00
1.496000999999999914e+00,1.123606096000000054e+00
1.507997999999999950e+00,1.273546198000000018e+00
1.519997000000000043e+00,1.286009986000000049e+00
1.531999000000000111e+00,1.297912097999999848e+00
1.544000999999999957e+00,1.309580450000000118e+00
1.555997999999999992e+00,1.321091726000000133e+00
1.567995000000000028e+00,1.333244846000000150e+00
1.579995000000000038e+00,1.345280282000000049e+00
1.591997000000000106e+00,1.341036212000000116e+00
1.603995999999999977e+00,1.370351048000000072e+00
1.616001000000000021e+00,1.360999995000000018e+00
1.627998000000000056e+00,1.394021522000000068e+00
1.639999999999999902e+00,1.405367827999999930e+00
1.651996999999999938e+00,1.417535956000000041e+00
1.663999000000000006e+00,1.430008555000000126e+00
1.675998000000000099e+00,1.427117050000000109e+00
1.687999999999999945e+00,1.454799130000000051e+00
