position,distance
1.000000000000000000e+00,7.610918959999999345e-01
1.015995999999999899e+00,7.654866149999999259e-01
1.031997000000000053e+00,7.622641274999999439e-01
1.048000000000000043e+00,7.969562480000000892e-01
1.063998999999999917e+00,8.118807159999998913e-01
1.080001999999999907e+00,8.274801579999998546e-01
1.095998000000000028e+00,5.017334979999998890e-01
1.112001999999999935e+00,4.823412039999999124e-01
1.127995000000000081e+00,8.798270719999999878e-01
1.143998999999999988e+00,9.062367580000000311e-01
1.160001999999999978e+00,9.218180120000001310e-01
1.176001000000000074e+00,9.266509720000000172e-01
1.191999000000000031e+00,9.015785966666666207e-01
1.208004999999999995e+00,9.712076179999999948e-01
1.224004000000000092e+00,9.649154380000000142e-01
1.239999999999999991e+00,9.747509279999999610e-01
1.256000999999999923e+00,9.951131699999999913e-01
1.271999000000000102e+00,1.035514928000000001e+00
1.287997999999999976e+00,1.035247430000000080e+00
1.304000999999999966e+00,1.026851015999999950e+00
1.320001999999999898e+00,9.819359399999999516e-01
1.335998000000000019e+00,1.067489619999999917e+00
1.352001999999999926e+00,1.073884947999999895e+00
1.368000000000000105e+00,1.132916817999999992e+00
1.383998999999999979e+00,1.148287530000000167e+00
1.399999999999999911e+00,1.063428835999999933e+00
1.416002999999999901e+00,1.179938917999999948e+00
1.432001999999999997e+00,1.197034675999999909e+00
1.447999999999999954e+00,1.213025613999999974e+00
1.464001000000000108e+00,5.331526960000000370e-01
1.479997000000000007e+00,1.244436282000000116e+00
1.496000999999999914e+00,1.245189450000000253e+00
1.512003999999999904e+00,1.277511214000000006e+00
1.528000000000000025e+00,1.293750999999999873e+00
1.544000999999999957e+00,1.309616356000000037e+00
1.560000000000000053e+00,1.324889390000000056e+00
1.576000999999999985e+00,1.341146555999999990e+00
1.591998999999999942e+00,1.358092576000000218e+00
1.608003000000000071e+00,1.374143387999999799e+00
1.624001000000000028e+00,1.389777779999999963e+00
1.639999999999999902e+00,1.405292342000000083e+00
1.655998000000000081e+00,1.421306406000000022e+00
1.672004000000000046e+00,1.438567976000000082e+00
1.687999999999999945e+00,1.454733601999999681e+00
1.704001000000000099e+00,1.470076864000000150e+00
1.719999999999999973e+00,1.485782107999999990e+00
1.736000999999999905e+00,1.501797283999999788e+00
1.751999000000000084e+00,1.500136177999999987e+00
1.768000000000000016e+00,1.516086260000000241e+00
1.784000999999999948e+00,1.550561288000000149e+00
