position,distance
1.100001999999999924e+00,8.620383220000000790e-01
1.109998999999999958e+00,7.387859079999999912e-01
1.120000000000000107e+00,2.739091599999999849e-01
1.129998999999999976e+00,8.619677360000000954e-01
1.139996999999999927e+00,9.025297219999999232e-01
1.150001000000000051e+00,9.124762119999999532e-01
1.159996999999999945e+00,9.026757159999998503e-01
1.170001000000000069e+00,9.209161359999999963e-01
1.179996999999999963e+00,9.423735640000000524e-01
1.190004000000000062e+00,9.351368680000000655e-01
1.199996999999999980e+00,9.517074680000000564e-01
1.210001000000000104e+00,9.614581419999999046e-01
1.220002000000000031e+00,9.709227400000000063e-01
1.230004000000000097e+00,9.550633875000000828e-01
1.239997000000000016e+00,9.537067759999999783e-01
1.249999000000000082e+00,9.627119619999998656e-01
1.260000000000000009e+00,1.022913554000000058e+00
1.269999000000000100e+00,1.008849715999999841e+00
1.280000000000000027e+00,1.043931367999999971e+00
1.290000999999999953e+00,1.053888170000000013e+00
1.299995000000000012e+00,1.030852097999999994e+00
1.309998999999999914e+00,1.073705055000000019e+00
1.319997000000000087e+00,9.297443420000000014e-01
1.330003999999999964e+00,3.841770740000000073e-01
1.340000000000000080e+00,8.290389219999999559e-01
1.449999000000000038e+00,1.215669168000000244e+00
1.459994999999999932e+00,6.993874079999999882e-01
1.470000999999999891e+00,1.235267364000000034e+00
1.479999999999999982e+00,1.244834855999999990e+00
1.490000999999999909e+00,1.254760241999999915e+00
1.500000000000000000e+00,1.264907605999999962e+00
1.509995999999999894e+00,1.275734698000000167e+00
1.520000000000000018e+00,1.285963846000000022e+00
1.530000999999999944e+00,1.296037357999999973e+00
1.540005000000000068e+00,1.305645581999999916e+00
1.550000999999999962e+00,1.315561741999999867e+00
1.560000000000000053e+00,1.325137167999999921e+00
1.569998999999999922e+00,1.318842328000000119e+00
1.580000000000000071e+00,1.345346168000000064e+00
1.590003999999999973e+00,1.356320084000000037e+00
1.600000000000000089e+00,1.366488579999999953e+00
1.610001000000000015e+00,1.376417005999999832e+00
1.619996999999999909e+00,1.386050969999999882e+00
1.630004000000000008e+00,1.396166731999999744e+00
1.639999999999999902e+00,1.405764589999999981e+00
1.649998999999999993e+00,1.415852470000000141e+00
1.659999999999999920e+00,1.425951533999999965e+00
1.669996000000000036e+00,1.436667559999999844e+00
1.679996999999999963e+00,1.446967944000000061e+00
1.690001000000000086e+00,1.456913507999999968e+00
