position,distance
1.100000000000000089e+00,8.513088039999999745e-01
1.112997999999999932e+00,2.766238159999999668e-01
1.125996999999999915e+00,8.891355420000000009e-01
1.139002999999999988e+00,9.014952375000000462e-01
1.152001999999999970e+00,9.146197920000000980e-01
1.165000000000000036e+00,9.130769374999999632e-01
1.177999000000000018e+00,9.287656020000000234e-01
1.190998000000000001e+00,9.542864724999999826e-01
1.203999000000000041e+00,9.553624500000001962e-01
1.217000000000000082e+00,9.315145900000001422e-01
1.230004000000000097e+00,8.217880874999999863e-01
1.243000000000000105e+00,1.005639645999999887e+00
1.256002999999999981e+00,1.018724182000000145e+00
1.268999999999999906e+00,1.011528526666666705e+00
1.281997999999999971e+00,1.024949420000000222e+00
1.295001999999999986e+00,9.937569075000000085e-01
1.307997999999999994e+00,1.071778356000000043e+00
1.321002000000000010e+00,5.446871500000000088e-01
1.333998000000000017e+00,1.069910739999999860e+00
1.347000999999999893e+00,5.468279699999999410e-01
1.450001000000000095e+00,1.215595981999999964e+00
1.462997000000000103e+00,9.642103519999999373e-01
1.476000999999999896e+00,1.240986627999999925e+00
1.489001999999999937e+00,1.254004108000000173e+00
1.502000999999999920e+00,1.267184659999999852e+00
1.514998999999999985e+00,1.280930139999999939e+00
1.528000000000000025e+00,1.294102916000000159e+00
1.540993999999999975e+00,1.278817615999999990e+00
1.554000000000000048e+00,1.319365899999999980e+00
1.567001000000000088e+00,1.332350939999999984e+00
1.580000000000000071e+00,1.345404441999999978e+00
1.593000999999999889e+00,1.342621297999999852e+00
1.606001999999999930e+00,1.372636788000000108e+00
1.618997999999999937e+00,1.367792552000000050e+00
1.631998999999999977e+00,1.398207966000000191e+00
1.645000000000000018e+00,1.393401370000000083e+00
1.658001999999999976e+00,1.423893159999999991e+00
1.671000000000000041e+00,1.437692909999999991e+00
1.684001000000000081e+00,1.450989087999999816e+00
1.697000000000000064e+00,1.463611483999999852e+00
