position,distance
1.199999999999999956e+00,9.639543280000000269e-01
1.210001000000000104e+00,9.741087766666666203e-01
1.219999999999999973e+00,9.835031075000000289e-01
1.229999000000000065e+00,9.936693639999999439e-01
1.240002000000000049e+00,1.003041701999999979e+00
1.250000999999999918e+00,9.841082774999999616e-01
1.260002000000000066e+00,1.023378832000000127e+00
1.270000999999999935e+00,1.034330151999999892e+00
1.280002000000000084e+00,1.044841502499999963e+00
1.289998999999999896e+00,1.036223920000000076e+00
1.300000000000000044e+00,1.039109687499999879e+00
1.309998999999999914e+00,1.050709367999999921e+00
1.320001999999999898e+00,1.073432874000000092e+00
1.329998999999999931e+00,3.081009140000000590e-01
1.340000000000000080e+00,2.901252239999999594e-01
1.350001000000000007e+00,4.558570879999999659e-01
1.360000000000000098e+00,1.125648906666666837e+00
1.369998999999999967e+00,1.135662536000000111e+00
1.380004999999999926e+00,1.112578623999999738e+00
1.389998999999999985e+00,7.908862599999999521e-01
1.399999999999999911e+00,1.131177557999999861e+00
1.410001000000000060e+00,1.106898182000000119e+00
1.419999999999999929e+00,2.875950720000000072e-01
1.430004000000000053e+00,1.196033598000000087e+00
1.439999999999999947e+00,1.206055898000000237e+00
1.450001000000000095e+00,9.663509600000000921e-01
1.459999999999999964e+00,1.129878496000000121e+00
1.470000999999999891e+00,1.235553437500000129e+00
1.479999999999999982e+00,1.245455761999999966e+00
1.490000999999999909e+00,1.255400177999999922e+00
1.500000000000000000e+00,1.252955411999999935e+00
1.509995999999999894e+00,1.276248811999999955e+00
1.520002000000000075e+00,1.286523827999999980e+00
1.529999000000000109e+00,1.296330227499999932e+00
1.540000000000000036e+00,1.306036830000000037e+00
1.550000999999999962e+00,1.316180157999999878e+00
1.560000000000000053e+00,1.325785907999999846e+00
1.569998999999999922e+00,1.322510613999999807e+00
1.580001999999999907e+00,1.345907487999999930e+00
1.590000999999999998e+00,1.356806158000000151e+00
