position,distance
1.000002000000000058e+00,7.613197600000000120e-01
1.016000999999999932e+00,7.296557940000000242e-01
1.032002000000000086e+00,7.946412466666666896e-01
1.048000000000000043e+00,7.905215359999999691e-01
1.063994000000000106e+00,8.257755019999999391e-01
1.080000000000000071e+00,8.415541319999999548e-01
1.096001000000000003e+00,2.713241419999999904e-01
1.111998999999999960e+00,6.874299000000000381e-01
1.127999999999999892e+00,8.339189980000000224e-01
1.143998999999999988e+00,9.062285360000000844e-01
1.160001999999999978e+00,8.856549960000000832e-01
1.175998000000000099e+00,9.095667925000000542e-01
1.191996999999999973e+00,9.081726624999999498e-01
1.208002999999999938e+00,9.502238159999999434e-01
1.224000999999999895e+00,9.867436760000000140e-01
1.239999999999999991e+00,9.748434720000000997e-01
1.256002999999999981e+00,1.019071004999999808e+00
1.272002000000000077e+00,1.035765961999999929e+00
1.288000000000000034e+00,9.534978199999999404e-01
1.304003999999999941e+00,1.017172004999999935e+00
1.320000000000000062e+00,1.062450711999999964e+00
1.335998000000000019e+00,1.099252719999999961e+00
1.352001999999999926e+00,1.116316845999999696e+00
1.368000000000000105e+00,1.133014964000000235e+00
1.383998999999999979e+00,1.082718253999999991e+00
1.399999999999999911e+00,9.514468999999999843e-01
1.416002999999999901e+00,1.180037294999999986e+00
1.432004000000000055e+00,1.185783142000000012e+00
1.447999999999999954e+00,1.213223377999999908e+00
1.464001000000000108e+00,1.132954094000000023e+00
1.480002000000000040e+00,1.229118026000000086e+00
1.495997999999999939e+00,1.248228549999999881e+00
1.512002000000000068e+00,1.277501953999999884e+00
1.528003000000000000e+00,1.293658934000000205e+00
1.544003999999999932e+00,1.309181563999999742e+00
1.560002000000000111e+00,1.324812936000000052e+00
1.576003000000000043e+00,1.341027782000000057e+00
1.592001999999999917e+00,1.358057370000000041e+00
1.608003000000000071e+00,1.374220534000000216e+00
1.624001000000000028e+00,1.389778425999999900e+00
1.640001999999999960e+00,1.405363222000000079e+00
1.656001000000000056e+00,1.421344463999999919e+00
1.671999000000000013e+00,1.438548984000000086e+00
1.687998000000000109e+00,1.454720640000000120e+00
1.704001000000000099e+00,1.470073694000000097e+00
1.720005000000000006e+00,1.485824487999999999e+00
1.736000999999999905e+00,1.501807536000000054e+00
1.752002000000000059e+00,1.518912991999999962e+00
1.768002999999999991e+00,1.535013549999999949e+00
1.783998999999999890e+00,1.550521529999999926e+00
